match_id,team_name,opponent_name,t_minute,rolling_xg_5,shots_5,opp_rolling_xg_5,opp_shots_5,xg_diff_5,shot_next_2,goal_next_5,game_state,half,match_score_for,match_score_against
3857254,Denmark,Tunisia,5,0.0,0,0.037879668,2,-0.037879668,0,0,tied,1,0,0
3857254,Denmark,Tunisia,6,0.0,0,0.037879668,2,-0.037879668,0,0,tied,1,0,0
3857254,Denmark,Tunisia,7,0.0,0,0.037879668,2,-0.037879668,0,0,tied,1,0,0
3857254,Denmark,Tunisia,8,0.0,0,0.014059674,1,-0.014059674,0,0,tied,1,0,0
3857254,Denmark,Tunisia,9,0.0,0,0.014059674,1,-0.014059674,0,0,tied,1,0,0
3857254,Denmark,Tunisia,10,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,11,0.0,0,0.033114884,1,-0.033114884,0,0,tied,1,0,0
3857254,Denmark,Tunisia,12,0.0,0,0.076775644,2,-0.076775644,0,0,tied,1,0,0
3857254,Denmark,Tunisia,13,0.0,0,0.076775644,2,-0.076775644,0,0,tied,1,0,0
3857254,Denmark,Tunisia,14,0.0,0,0.076775644,2,-0.076775644,0,0,tied,1,0,0
3857254,Denmark,Tunisia,15,0.0,0,0.076775644,2,-0.076775644,0,0,tied,1,0,0
3857254,Denmark,Tunisia,16,0.0,0,0.04366076,1,-0.04366076,0,0,tied,1,0,0
3857254,Denmark,Tunisia,17,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,18,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,19,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,20,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,21,0.0,0,0.0,0,0.0,1,0,tied,1,0,0
3857254,Denmark,Tunisia,22,0.0,0,0.0,0,0.0,1,0,tied,1,0,0
3857254,Denmark,Tunisia,23,0.151686784,2,0.0,0,0.151686784,0,0,tied,1,0,0
3857254,Denmark,Tunisia,24,0.151686784,2,0.0,0,0.151686784,0,0,tied,1,0,0
3857254,Denmark,Tunisia,25,0.151686784,2,0.0,0,0.151686784,0,0,tied,1,0,0
3857254,Denmark,Tunisia,26,0.151686784,2,0.0,0,0.151686784,0,0,tied,1,0,0
3857254,Denmark,Tunisia,27,0.151686784,2,0.0,0,0.151686784,0,0,tied,1,0,0
3857254,Denmark,Tunisia,28,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,29,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,30,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,31,0.0,0,0.0,0,0.0,1,0,tied,1,0,0
3857254,Denmark,Tunisia,32,0.0,0,0.0,0,0.0,1,0,tied,1,0,0
3857254,Denmark,Tunisia,33,0.008709067,1,0.0,0,0.008709067,0,0,tied,1,0,0
3857254,Denmark,Tunisia,34,0.008709067,1,0.0,0,0.008709067,0,0,tied,1,0,0
3857254,Denmark,Tunisia,35,0.008709067,1,0.0,0,0.008709067,0,0,tied,1,0,0
3857254,Denmark,Tunisia,36,0.008709067,1,0.0,0,0.008709067,0,0,tied,1,0,0
3857254,Denmark,Tunisia,37,0.008709067,1,0.0,0,0.008709067,0,0,tied,1,0,0
3857254,Denmark,Tunisia,38,0.0,0,0.0,0,0.0,0,0,tied,1,0,0
3857254,Denmark,Tunisia,39,0.0,0,0.113195476,2,-0.113195476,0,0,tied,1,0,0
